,REVENUE,CROSS_SELL_SUCCESS,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CONTACTS_W_CUSTOMER_SERVICE,PRODUCT_CATEGORIES_VIEWED,AVG_TIME_PER_SITE_VISIT,MOBILE_NUMBER,CANCELLATIONS_BEFORE_NOON,CANCELLATIONS_AFTER_NOON,TASTES_AND_PREFERENCES,PC_LOGINS,MOBILE_LOGINS,WEEKLY_PLAN,EARLY_DELIVERIES,LATE_DELIVERIES,PACKAGE_LOCKER,REFRIGERATED_LOCKER,FOLLOWED_RECOMMENDATIONS_PCT,AVG_PREP_VID_TIME,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED,MEDIAN_MEAL_RATING,AVG_CLICKS_PER_VISIT,TOTAL_PHOTOS_VIEWED,m_FAMILY_NAME,junk,personal,professional,TOTAL_VID_PREP_TIME,MASTER_VID_PREP_TIME,LARGE_VID_PREP_TIME,GENERAL_MEAL_RATING,PERC_UNIQUE_MEALS,AVG_TIME_PER_CATEGORY,AVG_TIME_PER_CLICK,out_REVENUE,out_AVG_TIME_PER_SITE_VISIT,out_AVG_PREP_VID_TIME,out_TOTAL_MEALS_ORDERED,out_UNIQUE_MEALS_PURCH,out_CONTACTS_W_CUSTOMER_SERVICE,out_CANCELLATIONS_BEFORE_NOON,out_PC_LOGINS,out_MOBILE_LOGINS,out_LATE_DELIVERIES,out_LARGEST_ORDER_SIZE,out_TOTAL_PHOTOS_VIEWED,out_TOTAL_VID_PREP_TIME,out_MASTER_VID_PREP_TIME,out_LARGE_VID_PREP_TIME,out_GENERAL_MEAL_RATING,out_PERC_UNIQUE_MEALS,out_AVG_TIME_PER_CATEGORY,out_AVG_TIME_PER_CLICK,out_MASTER_CLASSES_ATTENDED,change_TOTAL_MEALS_ORDERED,change_CONTACTS_W_CUSTOMER_SERVICE,change_LARGEST_ORDER_SIZE,change_TOTAL_PHOTOS_VIEWED,change_CANCELLATIONS_AFTER_NOON,change_FOLLOWED_RECOMMENDATIONS_PCT,change_MASTER_CLASSES_ATTENDED,change_MEDIAN_MEAL_RATING,change_AVG_CLICKS_PER_VISIT
1149,1750.0,1,43,9,6,4,96.0,1,4,0,0,6,1,2,0,4,0,0,0,169.1,3,0,3,14,0,1,1,0,0,7271.3,0.0,507.29999999999995,129,20.930232558139537,24.0,6.857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1150,1829.0,1,60,9,8,10,122.46,1,3,0,1,5,2,0,0,12,0,0,0,144.0,5,1,3,13,310,0,0,1,0,8640.0,144.0,720.0,180,15.0,12.245999999999999,9.42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1151,2602.5,1,55,7,8,1,93.87,0,0,1,1,5,1,43,0,4,1,0,20,159.5,4,1,4,11,226,0,0,1,0,8772.5,159.5,638.0,220,12.727272727272727,93.87,8.533636363636363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1152,4042.5,1,81,9,5,2,126.76,1,2,0,1,6,2,0,0,2,1,1,0,322.2,9,2,4,10,0,0,0,1,0,26098.2,644.4,2899.7999999999997,324,11.11111111111111,63.38,12.676,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1153,5761.875,1,59,1,8,9,29.0,1,1,0,0,7,2,43,0,3,0,0,0,178.0,4,1,3,12,0,0,0,0,1,10502.0,178.0,712.0,177,1.694915254237288,3.2222222222222223,2.4166666666666665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1154,3679.5,1,84,3,10,10,113.63,1,0,0,0,5,1,11,0,0,1,0,0,153.7,6,0,4,12,258,0,1,0,0,12910.8,0.0,922.1999999999999,336,3.571428571428571,11.363,9.469166666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,1350.0,1,43,8,4,5,88.04,1,3,0,1,5,1,14,7,1,0,0,20,198.1,5,2,3,14,0,0,0,1,0,8518.3,396.2,990.5,129,18.6046511627907,17.608,6.288571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1156,2707.5,1,98,6,8,3,132.74,1,0,0,0,6,2,7,0,1,0,0,20,228.8,6,2,3,14,283,0,1,0,0,22422.4,457.6,1372.8000000000002,294,6.122448979591836,44.24666666666667,9.481428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,1200.0,1,51,5,7,4,83.5,1,0,0,1,5,1,4,0,6,0,0,0,120.2,4,0,2,17,0,0,0,0,1,6130.2,0.0,480.8,102,9.803921568627452,20.875,4.911764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1158,1270.0,1,93,7,5,10,80.4,1,1,0,1,5,1,0,0,3,0,0,0,92.5,3,0,2,15,0,1,0,0,1,8602.5,0.0,277.5,186,7.526881720430108,8.040000000000001,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1159,1930.0,1,103,4,7,6,76.12,1,0,0,1,5,1,0,0,7,1,0,0,161.7,3,1,3,12,0,0,0,0,1,16655.1,161.7,485.09999999999997,309,3.8834951456310676,12.686666666666667,6.343333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1160,1431.0,1,29,9,5,10,95.16,1,5,0,1,5,2,50,2,2,1,0,10,107.6,3,1,3,13,176,0,1,0,0,3120.3999999999996,107.6,322.79999999999995,87,31.03448275862069,9.516,7.319999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,1590.0,1,73,3,5,6,140.95,1,5,0,0,6,2,0,4,2,1,0,10,111.4,4,0,3,12,0,0,0,0,1,8132.200000000001,0.0,445.6,219,4.10958904109589,23.491666666666664,11.745833333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1162,2050.0,1,99,4,6,1,78.32,1,2,0,1,6,2,0,0,13,0,0,0,137.0,4,1,3,14,178,0,0,0,1,13563.0,137.0,548.0,297,4.040404040404041,78.32,5.594285714285713,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,1533.0,1,36,3,3,4,77.18,1,1,0,1,5,2,9,2,3,0,0,0,122.4,4,2,3,13,275,0,0,0,1,4406.400000000001,244.8,489.6,108,8.333333333333332,19.295,5.936923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,1850.0,1,85,4,7,2,107.41,0,3,0,0,6,1,0,0,4,1,0,10,171.8,5,1,3,14,40,0,1,0,0,14603.000000000002,171.8,859.0,255,4.705882352941177,53.705,7.672142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1165,1500.0,1,102,2,6,7,110.5,1,0,1,1,5,1,1,8,10,1,0,0,174.0,6,1,3,14,0,0,0,1,0,17748.0,174.0,1044.0,306,1.9607843137254901,15.785714285714286,7.892857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1166,1470.0,1,36,6,8,10,126.12,1,2,0,1,6,2,0,2,0,1,1,10,105.5,3,1,3,14,0,0,1,0,0,3798.0,105.5,316.5,108,16.666666666666664,12.612,9.008571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1167,1200.0,1,112,3,7,7,64.0,0,7,0,1,5,2,7,5,0,0,0,10,102.7,3,1,1,15,0,0,0,1,0,11502.4,102.7,308.1,112,2.6785714285714284,9.142857142857142,4.266666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1168,2432.5,1,50,1,6,7,57.0,1,2,0,1,5,2,46,3,7,1,1,0,119.6,4,1,2,16,74,0,0,1,0,5980.0,119.6,478.4,100,2.0,8.142857142857142,3.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,1350.0,1,137,3,4,3,77.64,0,2,1,0,6,1,24,0,6,1,1,10,98.0,4,0,3,13,153,0,0,1,0,13426.0,0.0,392.0,411,2.18978102189781,25.88,5.972307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,1510.0,1,110,3,7,2,37.82,1,1,0,1,6,1,49,3,0,0,0,10,120.0,2,0,3,11,0,0,0,1,0,13200.0,0.0,240.0,330,2.727272727272727,18.91,3.438181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1171,3279.0,1,58,8,10,6,144.87,0,0,0,1,5,1,18,0,0,0,0,10,150.6,4,1,3,13,284,0,1,0,0,8734.8,150.6,602.4,174,13.793103448275861,24.145,11.143846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,2063.0,1,57,3,6,8,78.6,1,4,0,1,5,2,12,0,1,1,0,10,134.4,6,0,5,6,200,0,1,0,0,7660.8,0.0,806.4000000000001,285,5.263157894736842,9.825,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1173,1819.0,1,72,3,5,10,141.85,1,2,0,1,5,2,25,0,4,1,1,0,142.9,5,2,3,15,85,0,0,1,0,10288.800000000001,285.8,714.5,216,4.166666666666666,14.184999999999999,9.456666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1174,1750.0,1,59,3,4,3,137.86,1,4,1,1,6,1,0,4,3,1,0,10,146.4,4,1,3,15,0,0,0,1,0,8637.6,146.4,585.6,177,5.084745762711865,45.95333333333334,9.190666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1175,2135.0,1,64,3,6,1,51.2,1,0,1,1,6,2,17,0,2,0,0,10,133.8,4,0,3,13,0,0,0,0,1,8563.2,0.0,535.2,192,4.6875,51.2,3.9384615384615387,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1176,1530.0,1,37,6,5,3,80.12,1,3,0,1,7,1,0,1,1,0,0,10,130.6,3,0,2,15,0,0,0,0,1,4832.2,0.0,391.79999999999995,74,16.216216216216218,26.706666666666667,5.341333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1177,2752.5,1,61,3,6,10,117.02,1,0,0,1,5,2,14,4,0,0,0,0,144.0,5,1,3,15,206,0,0,1,0,8784.0,144.0,720.0,183,4.918032786885246,11.702,7.801333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1178,1770.0,1,41,2,5,7,110.12,1,0,0,1,5,1,38,4,4,0,0,10,135.7,3,1,2,17,84,0,0,0,1,5563.7,135.7,407.09999999999997,82,4.878048780487805,15.731428571428571,6.477647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,1505.0,1,16,1,12,5,14.26,1,0,0,1,6,1,52,0,1,0,0,10,63.0,1,0,2,18,0,0,0,0,1,1008.0,0.0,63.0,32,6.25,2.852,0.7922222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1180,2743.5,1,146,6,6,5,160.26,1,0,0,0,6,1,0,0,6,0,0,10,176.4,5,0,3,13,0,0,1,0,0,25754.4,0.0,882.0,438,4.10958904109589,32.052,12.327692307692306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1181,2075.0,1,70,5,9,10,53.3,1,1,0,0,5,2,34,0,2,0,0,0,155.0,3,0,3,13,0,0,0,0,1,10850.0,0.0,465.0,210,7.142857142857142,5.33,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1182,3487.5,1,100,5,8,3,29.8,1,1,0,1,5,2,13,0,4,0,0,10,300.5,7,1,4,8,0,0,0,1,0,30050.0,300.5,2103.5,400,5.0,9.933333333333334,3.725,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1183,2205.0,1,45,1,4,3,29.0,1,2,0,1,5,0,0,3,0,0,0,10,111.2,3,0,3,13,0,0,0,0,1,5004.0,0.0,333.6,135,2.2222222222222223,9.666666666666666,2.230769230769231,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1184,5587.5,1,101,5,10,10,107.57,1,0,0,1,6,2,0,4,9,0,0,0,307.8,7,1,4,9,422,0,1,0,0,31087.800000000003,307.8,2154.6,404,4.9504950495049505,10.757,11.952222222222222,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1185,4575.0,1,228,6,9,2,115.78,1,0,0,1,6,2,7,0,2,0,0,10,173.6,5,1,4,8,302,0,0,0,1,39580.799999999996,173.6,868.0,912,2.631578947368421,57.89,14.4725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1186,2581.25,1,39,1,5,8,46.0,1,2,1,1,6,1,45,0,0,0,0,0,125.6,4,0,2,16,0,0,1,0,0,4898.4,0.0,502.4,78,2.564102564102564,5.75,2.875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1187,1450.0,1,76,6,5,10,104.82,1,0,0,1,5,1,6,0,2,0,0,10,113.8,4,0,2,15,63,0,1,0,0,8648.8,0.0,455.2,152,7.894736842105263,10.482,6.9879999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,1130.0,1,113,2,7,4,82.8,1,1,0,1,5,0,8,2,0,1,0,10,79.3,2,0,2,18,0,0,1,0,0,8960.9,0.0,158.6,226,1.7699115044247788,20.7,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1189,1525.0,1,43,2,6,10,180.79,1,1,0,1,5,1,0,0,5,1,1,10,116.0,4,0,2,17,0,0,1,0,0,4988.0,0.0,464.0,86,4.651162790697675,18.079,10.634705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1190,2095.0,1,74,3,8,2,80.93,1,3,0,1,6,1,3,9,2,0,0,0,206.8,6,1,2,14,0,0,1,0,0,15303.2,206.8,1240.8000000000002,148,4.054054054054054,40.465,5.780714285714287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1191,1400.0,1,63,3,6,10,120.55,1,2,0,1,5,1,6,3,0,1,0,0,148.2,5,0,2,15,0,0,1,0,0,9336.599999999999,0.0,741.0,126,4.761904761904762,12.055,8.036666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1192,1080.0,1,13,6,11,3,88.84,1,0,0,1,6,1,12,0,1,0,0,10,151.0,5,1,2,16,0,0,1,0,0,1963.0,151.0,755.0,26,46.15384615384615,29.613333333333333,5.5525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0
1193,4800.0,1,174,3,9,2,151.92,1,3,0,0,5,1,29,2,3,1,1,0,174.6,5,2,4,9,160,0,0,1,0,30380.399999999998,349.2,873.0,696,1.7241379310344827,75.96,16.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1194,2565.0,1,53,8,9,9,113.58,1,2,0,0,6,1,12,0,2,1,0,10,156.4,4,0,4,11,212,0,0,0,1,8289.2,0.0,625.6,212,15.09433962264151,12.62,10.325454545454546,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,1430.0,1,146,5,4,1,93.0,1,0,0,0,6,2,4,3,3,0,0,10,156.8,5,0,3,15,0,0,0,1,0,22892.800000000003,0.0,784.0,438,3.4246575342465753,93.0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
1196,2110.0,1,165,3,5,5,121.5,1,2,1,1,5,2,0,0,0,0,0,10,187.0,4,0,3,12,0,0,0,0,1,30855.0,0.0,748.0,495,1.8181818181818181,24.3,10.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1197,1530.0,1,78,3,7,6,115.32,1,2,0,1,4,1,37,0,9,1,0,10,111.8,4,0,2,16,0,0,0,0,1,8720.4,0.0,447.2,156,3.8461538461538463,19.22,7.2075,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1198,4192.5,1,69,5,10,6,43.19,1,1,0,1,6,1,1,0,1,0,0,0,170.9,3,1,3,15,60,0,0,1,0,11792.1,170.9,512.7,207,7.246376811594203,7.198333333333333,2.8793333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,1859.0,1,105,3,9,6,88.9,1,0,0,0,6,1,0,4,3,0,0,10,165.1,5,1,3,13,0,0,0,1,0,17335.5,165.1,825.5,315,2.857142857142857,14.816666666666668,6.838461538461539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1200,3630.0,1,290,5,7,2,130.83,1,1,0,0,5,1,50,0,2,0,0,10,154.4,5,0,4,11,256,0,0,1,0,44776.0,0.0,772.0,1160,1.7241379310344827,65.415,11.893636363636364,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1201,3900.0,1,195,9,9,10,81.13,1,7,0,1,6,2,25,3,6,1,1,10,236.2,6,2,3,13,0,0,0,0,1,46059.0,472.4,1417.1999999999998,585,4.615384615384616,8.113,6.240769230769231,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1202,2012.5,1,42,1,5,4,47.0,1,2,0,1,6,1,6,9,1,1,0,10,147.4,5,2,3,13,0,0,0,0,1,6190.8,294.8,737.0,126,2.380952380952381,11.75,3.6153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1203,3090.0,1,256,12,7,5,120.34,1,2,0,1,6,2,30,0,2,0,0,0,218.4,6,1,3,11,198,0,1,0,0,55910.4,218.4,1310.4,768,4.6875,24.068,10.94,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,2075.0,1,47,9,9,9,89.98,1,2,0,1,5,1,47,4,1,1,1,10,165.2,4,0,3,11,120,0,0,0,1,7764.4,0.0,660.8,141,19.148936170212767,9.997777777777777,8.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,1469.0,1,35,3,4,4,101.43,1,1,0,0,5,2,14,8,4,1,1,10,130.8,5,0,3,13,0,0,0,0,1,4578.0,0.0,654.0,105,8.571428571428571,25.3575,7.802307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1206,4335.0,1,136,5,9,6,93.1,1,2,0,0,6,1,0,0,1,0,0,10,186.6,5,1,4,9,492,0,0,0,1,25377.6,186.6,933.0,544,3.6764705882352944,15.516666666666666,10.344444444444443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1207,3045.0,1,194,9,7,9,56.3,1,8,0,1,5,2,9,0,2,0,0,10,165.2,4,0,3,11,0,0,0,0,1,32048.8,0.0,660.8,582,4.639175257731959,6.2555555555555555,5.118181818181818,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1208,2760.0,1,100,4,5,2,108.42,1,1,0,0,5,1,6,0,1,1,0,0,208.4,6,0,3,15,0,0,0,1,0,20840.0,0.0,1250.4,300,4.0,54.21,7.228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1209,2490.0,1,181,9,9,2,106.71,0,1,0,0,5,1,0,0,8,0,0,10,153.5,5,0,3,12,168,0,0,1,0,27783.5,0.0,767.5,543,4.972375690607735,53.355,8.8925,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1210,1630.0,1,50,7,8,6,96.97,1,0,0,1,5,1,11,5,5,1,0,0,136.2,4,1,3,12,491,0,1,0,0,6809.999999999999,136.2,544.8,150,14.000000000000002,16.161666666666665,8.080833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,1395.0,1,37,2,7,5,125.18,1,0,0,0,5,1,24,0,1,0,0,0,100.8,4,0,2,15,182,0,0,1,0,3729.6,0.0,403.2,74,5.405405405405405,25.036,8.345333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,2187.5,1,66,1,5,3,54.0,1,0,0,1,5,2,12,3,2,0,0,0,108.9,3,1,2,17,0,0,0,1,0,7187.400000000001,108.9,326.70000000000005,132,1.5151515151515151,18.0,3.176470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1213,1700.0,1,45,2,10,10,39.96,1,2,0,1,6,1,13,0,0,0,0,10,108.8,3,0,3,14,0,0,0,0,1,4896.0,0.0,326.4,135,4.444444444444445,3.996,2.8542857142857145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1214,1550.0,1,103,4,5,2,91.16,1,1,0,1,6,2,9,0,3,0,0,0,105.2,4,0,3,14,80,0,0,0,1,10835.6,0.0,420.8,309,3.8834951456310676,45.58,6.511428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,1550.0,1,39,4,8,4,122.0,1,1,0,1,6,1,1,1,10,0,0,10,121.5,4,0,2,17,176,0,0,0,1,4738.5,0.0,486.0,78,10.256410256410255,30.5,7.176470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,1095.0,1,20,7,16,7,73.0,1,0,1,1,6,1,8,0,7,0,0,10,82.5,2,0,2,17,0,0,0,1,0,1650.0,0.0,165.0,40,35.0,10.428571428571429,4.294117647058823,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1217,1965.0,1,95,3,7,2,111.21,1,2,0,1,5,2,6,0,5,0,0,10,171.4,5,1,3,15,42,0,0,1,0,16283.0,171.4,857.0,285,3.1578947368421053,55.605,7.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1218,2140.0,1,46,3,7,1,231.29999999999998,1,2,1,1,5,2,0,1,0,0,0,10,148.0,5,0,3,13,506,0,0,0,1,6808.0,0.0,740.0,138,6.521739130434782,231.29999999999998,17.79230769230769,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1219,3480.0,1,203,6,7,2,118.62,1,1,0,1,6,1,4,0,2,1,1,10,183.6,5,1,4,11,42,0,0,1,0,37270.799999999996,183.6,918.0,812,2.955665024630542,59.31,10.783636363636363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1220,3060.0,1,127,6,6,2,80.4,1,0,0,1,6,1,4,0,1,1,1,10,185.2,5,1,3,12,0,0,0,1,0,23520.399999999998,185.2,926.0,381,4.724409448818897,40.2,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1221,4350.0,1,95,4,8,9,140.4,1,1,0,0,7,1,31,4,3,1,0,10,255.0,9,1,4,9,190,0,0,0,1,24225.0,255.0,2295.0,380,4.2105263157894735,15.600000000000001,15.600000000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1222,1730.0,1,56,7,8,5,93.47,1,2,0,1,5,1,35,3,1,1,1,10,121.7,4,0,3,12,0,0,0,1,0,6815.2,0.0,486.8,168,12.5,18.694,7.789166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1223,1650.0,1,69,8,5,7,140.84,1,0,0,1,5,1,5,0,3,0,0,10,138.3,4,1,2,16,0,0,0,1,0,9542.7,138.3,553.2,138,11.594202898550725,20.12,8.8025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1224,3900.0,1,104,5,8,2,107.5,1,4,0,1,5,2,1,7,0,0,0,10,206.3,5,2,4,10,634,0,0,1,0,21455.2,412.6,1031.5,416,4.807692307692308,53.75,10.75,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1225,1440.0,1,48,9,4,10,100.0,1,3,0,0,6,1,0,0,11,1,0,0,115.0,4,0,2,17,176,0,0,1,0,5520.0,0.0,460.0,96,18.75,10.0,5.882352941176471,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,3195.0,1,112,3,6,2,138.22,1,2,0,1,6,1,0,2,0,0,0,10,182.2,6,1,4,9,240,0,0,0,1,20406.399999999998,182.2,1093.1999999999998,448,2.6785714285714284,69.11,15.357777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1227,1795.0,1,68,8,5,10,92.18,1,0,0,0,5,1,26,4,6,0,0,10,145.6,6,1,3,13,0,0,0,0,1,9900.8,145.6,873.5999999999999,204,11.76470588235294,9.218,7.090769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
